station_j,station_k,state_class,dist_exact,n_class_days_exact,n_used_exact,n_cells_exact,phi_bar_exact,dist_binned,n_class_days_binned,n_used_binned,n_cells_binned,phi_bar_binned
ALACANT/ALICANTE,CADIZ,dry-wet,549.7244310931843,62,0,0,,549.7244310931843,62,0,0,
ALACANT/ALICANTE,CADIZ,wet-wet,549.7244310931843,4,0,0,,549.7244310931843,4,0,0,
ALACANT/ALICANTE,CAMPDEVANOL,dry-dry,483.90656470772444,893,134,7,0.15330881154326656,483.90656470772444,893,842,10,0.12025384439578596
ALACANT/ALICANTE,CAMPDEVANOL,dry-wet,483.90656470772444,388,43,3,-0.11712589040402353,483.90656470772444,388,291,6,-0.14153669718880652
ALACANT/ALICANTE,CAMPDEVANOL,wet-wet,483.90656470772444,60,12,1,0.0,483.90656470772444,60,16,1,0.034815531191139566
ALACANT/ALICANTE,CUENCA,dry-dry,235.359069323701,1043,61,3,0.19612375602389484,235.359069323701,1043,899,11,0.200546351698939
ALACANT/ALICANTE,CUENCA,dry-wet,235.359069323701,174,0,0,,235.359069323701,174,72,3,-0.23005784102590246
ALACANT/ALICANTE,CUENCA,wet-wet,235.359069323701,47,34,2,0.39908401994869164,235.359069323701,47,37,2,0.338442010556746
ALACANT/ALICANTE,DAROCA,dry-dry,314.74959747928835,1090,103,6,0.22762641492508012,314.74959747928835,1090,1038,13,0.13031242892179215
ALACANT/ALICANTE,DAROCA,dry-wet,314.74959747928835,259,42,3,-0.30460796195060974,314.74959747928835,259,206,8,-0.23293114836332723
ALACANT/ALICANTE,DAROCA,wet-wet,314.74959747928835,48,33,2,0.4526988163288247,314.74959747928835,48,36,2,0.37390372968665503
ALACANT/ALICANTE,EXTREMO,dry-dry,785.917196969032,662,0,0,,785.917196969032,662,408,8,-0.0019272217381331915
ALACANT/ALICANTE,EXTREMO,dry-wet,785.917196969032,223,0,0,,785.917196969032,223,124,4,-0.0019492102978673424
ALACANT/ALICANTE,EXTREMO,wet-wet,785.917196969032,15,0,0,,785.917196969032,15,0,0,
ALACANT/ALICANTE,GETAFE,dry-dry,350.6111409533631,986,37,3,0.16499304448942553,350.6111409533631,986,807,10,0.046224914179458725
ALACANT/ALICANTE,GETAFE,dry-wet,350.6111409533631,143,18,1,-0.17541160386140586,350.6111409533631,143,63,3,-0.05935223018000623
ALACANT/ALICANTE,GETAFE,wet-wet,350.6111409533631,19,12,1,-0.25819888974716115,350.6111409533631,19,12,1,-0.25819888974716115
ALACANT/ALICANTE,LORCA,dry-dry,131.50609021423713,1294,110,5,0.5918923835320553,131.50609021423713,1294,1026,5,0.38156313180892093
ALACANT/ALICANTE,LORCA,dry-wet,131.50609021423713,83,0,0,,131.50609021423713,83,37,1,-0.36687032795664193
ALACANT/ALICANTE,LORCA,wet-wet,131.50609021423713,52,37,1,0.4030446159483618,131.50609021423713,52,37,1,0.4030446159483618
ALACANT/ALICANTE,MONTSERRAT,dry-dry,409.6572976142475,1170,115,6,0.14478728614567143,409.6572976142475,1170,1105,11,0.1606431024078867
ALACANT/ALICANTE,MONTSERRAT,dry-wet,409.6572976142475,231,36,3,-0.3996105266435646,409.6572976142475,231,160,7,-0.17517863589028004
ALACANT/ALICANTE,MONTSERRAT,wet-wet,409.6572976142475,46,27,1,0.2786391062876764,409.6572976142475,46,37,2,0.13576367215587198
ALACANT/ALICANTE,OURENSE,dry-dry,762.920366146825,774,12,1,-0.0909090909090909,762.920366146825,774,681,10,0.0567026118937989
ALACANT/ALICANTE,OURENSE,dry-wet,762.920366146825,208,23,2,0.13767789522698076,762.920366146825,208,112,5,0.10468022282351688
ALACANT/ALICANTE,OURENSE,wet-wet,762.920366146825,19,11,1,0.19364916731037088,762.920366146825,19,11,1,0.19364916731037088
ALACANT/ALICANTE,OVIEDO,dry-dry,714.7849823242314,855,98,7,0.32916626345714806,714.7849823242314,855,818,13,0.01650445677229446
ALACANT/ALICANTE,OVIEDO,dry-wet,714.7849823242314,480,71,5,-0.16949098727208667,714.7849823242314,480,420,10,-0.05272610726167528
ALACANT/ALICANTE,OVIEDO,wet-wet,714.7849823242314,46,24,2,-0.21445062583725535,714.7849823242314,46,32,2,-0.1743014469381438
ALACANT/ALICANTE,PAMPLONA,dry-dry,503.62547941199756,900,34,2,0.3946345267191967,503.62547941199756,900,828,12,0.09132645225335036
ALACANT/ALICANTE,PAMPLONA,dry-wet,503.62547941199756,281,35,3,-0.0503166204312046,503.62547941199756,281,232,9,-0.1074189804453036
ALACANT/ALICANTE,PAMPLONA,wet-wet,503.62547941199756,34,13,1,-0.05773502691896257,503.62547941199756,34,27,2,0.16514457417778677
ALACANT/ALICANTE,PONFERRADA,dry-dry,695.3522209424913,1020,34,3,0.15768257554517687,695.3522209424913,1020,960,13,0.006839183413072288
ALACANT/ALICANTE,PONFERRADA,dry-wet,695.3522209424913,266,36,3,-0.1586772354685769,695.3522209424913,266,177,8,0.06281993987161111
ALACANT/ALICANTE,PONFERRADA,wet-wet,695.3522209424913,20,0,0,,695.3522209424913,20,0,0,
ALACANT/ALICANTE,PORTO,dry-dry,767.6557535721732,994,0,0,,767.6557535721732,994,934,11,0.0009654108566370931
ALACANT/ALICANTE,PORTO,dry-wet,767.6557535721732,234,0,0,,767.6557535721732,234,73,4,0.035979726938166035
ALACANT/ALICANTE,PORTO,wet-wet,767.6557535721732,16,0,0,,767.6557535721732,16,0,0,
ALACANT/ALICANTE,SORIA,dry-dry,414.431919387457,1020,21,2,-0.1693121693121693,414.431919387457,1020,948,12,0.13521109176500212
ALACANT/ALICANTE,SORIA,dry-wet,414.431919387457,262,19,1,-0.20464687117164013,414.431919387457,262,184,6,-0.040298094803256634
ALACANT/ALICANTE,SORIA,wet-wet,414.431919387457,28,12,1,0.0,414.431919387457,28,23,2,0.2000708759103224
ALACANT/ALICANTE,TARIFA,dry-dry,522.5995432683703,701,0,0,,522.5995432683703,701,418,3,0.1475916612171365
ALACANT/ALICANTE,TARIFA,dry-wet,522.5995432683703,75,0,0,,522.5995432683703,75,0,0,
