souid,city,country,lat,lon
107913,BALLYHAISE (AGR.COLL.),IE,54.05083333333333,-7.31
189137,VITTE/HIDDENSEE,DE,54.57527777777778,13.102777777777778
231350,PREITENEGG,AT,46.93805555555555,14.915
103206,BARANOVICI,BY,53.1,26.0
202324,OSLO - HOVIN,NO,59.92305555555555,10.80388888888889
147748,BENGHAZI RAGMA,LY,32.07,20.07
182727,DEISENHOFEN KREIS MUENCHEN,DE,48.03666666666666,11.5775
259135,KAPOSVAR FESZERLAK,HU,46.36277777777778,17.87388888888889
101991,PUTTEN (GLD),NL,52.25,5.616666666666667
221338,NORWICH-AIRPORT,GB,52.67777777777778,1.28
123214,AROLSEN-NEU BERICH,DE,51.38555555555556,9.083055555555555
209328,HIEN,NL,51.91027777777778,5.665
182723,DEGGENDORF,DE,48.83527777777778,12.949444444444444
137698,KNISLINGE,SE,56.2,14.1
185293,KOENIGSBERG/BAYERN,DE,50.08055555555556,10.569166666666666
237599,BOGATYNIA,PL,50.9,14.983055555555556
187315,RADEBURG (SPEICHER),DE,51.21333333333334,13.735833333333332
182243,GROSS BOELKOW-MATERSEN,DE,53.98527777777778,11.998055555555554
220400,WINDEN,DE,48.136944444444445,8.009444444444444
189875,WURZACH BAD,DE,47.90805555555556,9.904166666666669
188251,SELSINGEN,DE,53.37055555555556,9.219166666666666
271626,GRAZALEMA,ES,36.76055555555556,-5.3741666666666665
131434,NOTZINGEN,DE,48.67166666666667,9.463333333333331
271998,VELEZ-MALAGA,ES,36.76833333333333,-4.093333333333333
257772,SVITYAZ,UA,51.48166666666667,23.849166666666665
186687,NORDKIRCHEN,DE,51.74166666666667,7.523055555555556
188153,SCHWARZBACHWACHT,DE,47.63305555555556,12.85
258837,KISKUNMAJSA,HU,46.494166666666665,19.745
182535,BURG/SPREEWALD,DE,51.836666666666666,14.143888888888888
257924,KHMELNYTSKY_AMSG,UA,49.35333333333333,26.9375
188719,SUNDERN-ROEHRENSPRING,DE,51.245,8.045277777777777
134370,SANDNES - ROVIK,NO,58.865833333333335,5.7619444444444445
191211,PALAU,IT,41.18138888888889,9.383055555555556
184651,HOCHDORF-ASSENHEIM,DE,49.41666666666666,8.275555555555556
189635,WILHELMSFELD,DE,49.46388888888889,8.768333333333334
189177,WABERN-HEBEL,DE,51.06666666666667,9.381666666666668
138400,BOXHOLM_D,SE,58.2,15.02
123790,AU I.D.HALLERTAU-GUNZENHAUSEN,DE,48.5525,11.713055555555554
266730,SABADELL AEROPUERTO,ES,41.52333333333333,2.103055555555556
186269,MOSSAUTAL-HILTERSKLINGEN,DE,49.63666666666666,8.91
182449,BRUECKEN/HELME,DE,51.445277777777775,11.200277777777776
125554,LUBECK-BLANKENSEE,DE,53.81055555555555,10.706666666666663
183225,ERNSTHOF,DE,49.7,9.5
131938,DONAUWORTH-OSTERWEILER,DE,48.73583333333333,10.742777777777777
186093,MEININGEN 2,DE,50.564166666666665,10.4075
184229,HALLE-TROTHA,DE,51.51416666666667,11.955
238511,WINSKO,PL,51.46666666666667,16.616666666666667
138428,LYSEKIL_D,SE,58.27,11.43
185787,LINDAU-REVENSDORF,DE,54.4,9.933055555555557
182787,DIETERSBURG,DE,48.49916666666667,12.925555555555556
187273,PULLACH-HOELLRIEGELSKREUTH,DE,48.0325,11.505277777777778
189979,ZSCHORNEWITZ,DE,51.74027777777778,12.415277777777778
124990,BAMBERG-ALTENBURG,DE,49.88166666666667,10.870555555555557
152495,LEEUWARDEN,NL,53.223055555555554,5.751666666666667
127726,RENNINGEN-IHINGER HOF,DE,48.74333333333333,8.924999999999999
189631,WILHELMSBURG-EICHHOF,DE,53.63305555555556,13.854444444444445
100155,HALLE,DE,51.51444444444444,11.950555555555557
188557,STEINKIRCHEN-HOFSTARRING,DE,48.37805555555556,12.09388888888889
188713,SUNDERN-ALLENDORF,DE,51.2825,7.949166666666667
188447,QUITZDORF AM SEE - SPROITZ (TALSPERRE),DE,51.28138888888889,14.744166666666668
138220,SVINHULT_D,SE,57.75,15.38
104484,BREST-GUIPAVAS,FR,48.44416666666666,-4.411666666666667
221462,GREYCROOK,GB,55.56666666666667,-2.6366666666666667
137722,BREDAKRA_D,SE,56.25,15.25
184685,HOFBIEBER-ELTERS,DE,50.57805555555556,9.883055555555556
209431,WIERINGEN,NL,52.879444444444445,4.985
137674,HASSLARP,SE,56.13,12.82
155435,HUPSEL_1,NL,52.06805555555556,6.64
185225,KLEVE-SCHENKENSCHANZ,DE,51.835,6.110277777777777
273462,ESTERIBAR  EMBALSE DE EUGI,ES,42.97055555555556,-1.5166666666666666
183821,GOTTLEUBA BAD (TALSPERRE),DE,50.836666666666666,13.934166666666666
101942,IJSSELMUIDEN,NL,52.56666666666667,5.95
187991,SCHMIEDEFELD KRS.SAALFELD,DE,50.52916666666667,11.225277777777778
234028,BRUCK/MUR,AT,47.40555555555555,15.250555555555556
183425,FREIBURG IM BREISGAU (HAUPTBAHNHOF),DE,48.0,7.833055555555555
183997,GROSS-UMSTADT (KLAERANLAGE),DE,49.88805555555555,8.916666666666666
187909,SCHEYERN,DE,48.5025,11.454166666666666
138214,DALSJOFORS,SE,57.72,13.12
188601,STOLBERG-SCHEVENHUETTE,DE,50.77555555555556,6.323055555555555
188075,SCHOENTAL-BIERINGEN,DE,49.34166666666667,9.538055555555555
256362,EDREMIT KORFEZ,TR,39.555,27.01388888888889
238067,BODZENTYN,PL,50.95,20.95
189229,WALDENBURG,DE,50.86666666666667,12.583055555555555
100747,GENEVE OBSERVATOIRE,CH,46.2,6.15
181777,BAALBERGE,DE,51.76305555555555,11.800555555555556
187309,RADBRUCH,DE,53.30305555555555,10.271944444444443
183803,GOMMERN,DE,52.07138888888889,11.8225
218870,JELGAVA,LV,56.556666666666665,23.964166666666667
124090,HUELL,DE,48.60277777777778,11.678055555555554
183399,FRANKFURT/M-PRAUNHEIM,DE,50.15166666666666,8.620833333333334
201212,FYRESDAL,NO,59.16888888888889,8.038055555555555
265146,SINEU,ES,39.64305555555556,3.0019444444444443
189957,ZIERENBERG-ESCHEBERG,DE,51.4,9.25
138512,VADSTENA,SE,58.45,14.89
225565,WACHTBERG/STEYR,AT,48.047777777777775,14.461666666666666
103205,IVACEVITCI,BY,52.7,25.4
187679,ROTE KREUZ,DE,50.56166666666666,7.350555555555555
138382,FALERUM,SE,58.14,16.21
126226,MUHLDORF,DE,48.28,12.50388888888889
233417,BRENNER,AT,47.0,11.516388888888889
271350,GRANADA-CARTUJA,ES,37.18944444444444,-3.595555555555556
185327,KOENIGSWARTHA,DE,51.311388888888885,14.334166666666668
188077,SCHOENWALDE KREIS DAHME-SPREMBERG,DE,51.98555555555556,13.77527777777778
266478,VANDELLOS,ES,40.95805555555556,0.8713888888888889
257820,IZMAIL_OBSERV,UA,45.37027777777778,28.850555555555555
267630,LLANES,ES,43.42027777777778,-4.748055555555555
237671,SZCZAWNO-ZDROJ,PL,50.8,16.233055555555556
229374,ISCHGL-IDALPE,AT,46.98166666666667,10.316944444444443
186095,MELDORF,DE,54.1,9.066666666666666
183169,TACHERTING-SPREIT,DE,48.08888888888889,12.506666666666666
232611,REICHENAU/RAX,AT,47.7,15.85
181897,BELGERN,DE,51.47833333333333,13.118055555555555
219227,ABERDARON,GB,52.78888888888888,-4.740555555555556
182305,BOTTMERSDORF-KLEIN GERMERSLEBEN,DE,52.01916666666666,11.405277777777778
133434,HUSNES,NO,59.86416666666667,5.769444444444445
202406,PRESTEBAKKE,NO,58.99305555555556,11.538055555555555
138156,SJOLUND,SE,57.6,13.93
155964,AMPOSTA,ES,40.70777777777778,0.6319444444444444
